timestamp_ux,timestamp,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13
1752161885.267139,2490.5,-14.714958190917969,-6.1934943199157715,0.4693313539028168,2.053762674331665,-1.3000181913375854,-0.45543763041496277,11.752878189086914,2.556042194366455,8.737767219543457,-6.445343971252441,-9.559060096740723,1.5918793678283691,-26.193592071533203,-3.7454299926757812
1752161885.267139,2490.515625,-6.877690315246582,-3.215865135192871,2.610929489135742,2.44450306892395,-1.9696998596191406,-1.738588571548462,18.937366485595703,0.9283892512321472,2.138484477996826,-15.592824935913086,-33.28044891357422,-4.083451747894287,-31.369857788085938,-10.873711585998535
1752161885.267139,2490.53125,-1.6135245561599731,0.737725555896759,-0.1365780085325241,-3.1483266353607178,-1.2249751091003418,-2.0203351974487305,17.280344009399414,-0.9225693345069885,-5.962614059448242,-29.5759334564209,-28.83388328552246,-10.77735710144043,-9.529502868652344,-15.968382835388184
1752161885.267139,2490.546875,3.0607120990753174,4.009143829345703,2.9208264350891113,3.228181838989258,2.4119927883148193,2.5331263542175293,15.808431625366211,1.1396293640136719,-0.9646413326263428,-24.14071273803711,-2.863926649093628,-5.063813209533691,3.364797830581665,-8.029223442077637
1752161885.267139,2490.5625,14.86060905456543,9.550609588623047,2.2000322341918945,16.66828727722168,2.7051146030426025,-0.008062474429607391,13.39797306060791,1.2350869178771973,4.687071323394775,-11.750547409057617,11.04881477355957,9.491659164428711,-10.821935653686523,-0.41020748019218445
1752161885.267139,2490.578125,21.368389129638672,5.749950408935547,0.6023909449577332,10.9550199508667,0.4336676299571991,-2.645320177078247,5.39950704574585,0.08066798746585846,-12.467639923095703,-24.974445343017578,-6.176219463348389,2.4336981773376465,-21.50545310974121,-10.324736595153809
1752161885.267139,2490.59375,18.8957576751709,-0.2586597502231598,1.2030537128448486,-1.7013311386108398,-0.9526686668395996,0.604167640209198,5.733325958251953,0.39275842905044556,-24.066728591918945,-36.18697738647461,-28.762313842773438,-19.07406997680664,-12.275898933410645,-22.175893783569336
1752161885.267139,2490.609375,18.42757225036621,3.394346237182617,-1.7710546255111694,1.5271810293197632,-0.8478411436080933,1.0060018301010132,17.465837478637695,-1.370410442352295,-7.203798294067383,-23.015365600585938,-18.56464385986328,-19.654396057128906,-6.380524158477783,-21.262678146362305
1752161885.267139,2490.625,19.648099899291992,6.478420257568359,-0.6224828362464905,7.011162757873535,1.3617721796035767,0.7097094058990479,19.039268493652344,-3.923949956893921,3.442887783050537,-21.433073043823242,5.010363578796387,-5.795365810394287,-12.507537841796875,-16.293888092041016
1752161885.267139,2490.640625,18.733322143554688,1.429659128189087,-2.4183995723724365,4.130296230316162,-0.3946850597858429,-1.2104514837265015,7.7396721839904785,-3.1164586544036865,-6.904792785644531,-35.70107650756836,-2.098024606704712,-3.036534070968628,-5.90242338180542,-9.052404403686523
