timestamp_ux,timestamp,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,channel_9,channel_10,channel_11,channel_12,channel_13
1752161665.0858748,2054.0,-0.4059057831764221,2.8707637786865234,-5.631024360656738,4.548816680908203,-3.938764810562134,-0.5971272587776184,-20.20503807067871,0.1035253256559372,-1.8537862300872803,-4.53058385848999,-14.139853477478027,-7.115395545959473,-8.764189720153809,-5.062847137451172
1752161665.0858748,2054.015625,-14.358409881591797,-11.842949867248535,-4.614755153656006,-8.877443313598633,-1.209826946258545,-1.0454496145248413,-25.7736759185791,1.5770604610443115,-10.256204605102539,-4.500394344329834,-18.96048355102539,-12.430116653442383,-9.12775993347168,-11.49249267578125
1752161665.0858748,2054.03125,-12.557565689086914,-10.159934997558594,1.4139832258224487,-8.966737747192383,2.54423451423645,-0.06482198089361191,-35.64370346069336,2.2990572452545166,-8.118410110473633,-7.987758159637451,-3.9685800075531006,-3.5692453384399414,-4.172658920288086,-5.628895282745361
1752161665.0858748,2054.046875,0.7334532141685486,3.2014265060424805,2.3126232624053955,5.150824546813965,0.029821142554283142,-1.4144744873046875,-38.61600112915039,0.36600461602211,-2.9670753479003906,-6.883781909942627,22.073829650878906,9.9608736038208,10.969571113586426,7.089188575744629
1752161665.0858748,2054.0625,5.060251235961914,3.6168031692504883,1.6429355144500732,7.339819431304932,0.7200080156326294,0.5660969614982605,-34.996490478515625,-1.5347956418991089,-6.375736713409424,-2.6569294929504395,20.948257446289062,9.733213424682617,13.099953651428223,10.058201789855957
1752161665.0858748,2054.078125,-1.5248031616210938,-6.9051194190979,-4.129995822906494,-5.280700206756592,3.249284029006958,0.6936294436454773,-20.8856201171875,-1.801444172859192,-9.162320137023926,0.6119076609611511,0.6692728400230408,2.387086868286133,4.983191967010498,4.121295928955078
1752161665.0858748,2054.09375,-6.022312641143799,-11.21268081665039,-5.120460510253906,-9.09844970703125,2.2886834144592285,-0.24598442018032074,2.9008798599243164,0.3186734616756439,-4.170268535614014,2.7684876918792725,-0.43500983715057373,3.3747735023498535,5.173770427703857,1.7276954650878906
1752161665.0858748,2054.109375,-5.176210403442383,-9.12144947052002,-0.7130544781684875,-3.61104416847229,-0.4630139172077179,-0.5027053356170654,5.496708869934082,0.8383932709693909,-0.6327013373374939,2.040462017059326,9.392313003540039,5.448914527893066,3.8892111778259277,3.694573163986206
1752161665.0858748,2054.125,-4.418999671936035,-8.234174728393555,-1.5956140756607056,-5.122524261474609,-1.1539522409439087,-1.6371129751205444,-10.620426177978516,-0.5596274733543396,1.1541452407836914,2.693094491958618,2.792898654937744,1.3700964450836182,-1.5067435503005981,3.3694705963134766
1752161665.0858748,2054.140625,-1.483841061592102,-6.068894386291504,2.2344772815704346,-7.325723171234131,1.6218407154083252,2.064206838607788,-6.031180381774902,1.3716598749160767,6.284120082855225,9.163215637207031,-5.32710075378418,1.5964949131011963,3.0446503162384033,3.894807815551758
