Time:128Hz,Epoch,AF3,Event Id,Event Date,Event Duration
404.0546875000,1616,4091.5385742188,,,
404.0625000000,1616,4088.5898437500,,,
404.0703125000,1616,4087.5642089844,,,
404.0781250000,1616,4089.8718261719,,,
404.0859375000,1616,4093.3332519531,,,
404.0937500000,1616,4095.0000000000,33024,404.0996093750,0.0000000000
404.1015625000,1616,4093.8461914063,,,
404.1093750000,1616,4092.1794433594,,,
404.1171875000,1616,4091.6667480469,,,
404.1250000000,1616,4092.1794433594,,,
404.1328125000,1616,4092.0512695313,,,
404.1406250000,1616,4090.8974609375,,,
404.1484375000,1616,4090.2563476563,,,
404.1562500000,1616,4091.5385742188,,,
404.1640625000,1616,4093.7180175781,,,
404.1718750000,1616,4094.2307128906,,,
404.1796875000,1616,4092.4357910156,,,
404.1875000000,1616,4090.6411132813,,,
404.1953125000,1616,4091.5385742188,,,
404.2031250000,1616,4094.6154785156,,,
404.2109375000,1616,4097.0512695313,,,
404.2187500000,1616,4097.3076171875,,,
404.2265625000,1616,4096.6665039063,,,
404.2343750000,1616,4096.5385742188,,,
404.2421875000,1616,4097.0512695313,,,
404.2500000000,1617,4096.4101562500,,,
404.2578125000,1617,4094.2307128906,,,
404.2656250000,1617,4092.1794433594,,,
404.2734375000,1617,4092.6923828125,,,
404.2812500000,1617,4095.5129394531,,,
404.2890625000,1617,4098.2050781250,,,
404.2968750000,1617,4098.4614257813,,,
404.3046875000,1617,4096.6665039063,,,
404.3125000000,1617,4095.2563476563,,,
404.3203125000,1617,4095.3845214844,,,
404.3281250000,1617,4096.1538085938,,,
404.3359375000,1617,4096.2822265625,,,
404.3437500000,1617,4095.8974609375,,,
404.3515625000,1617,4096.0258789063,,,
404.3593750000,1617,4096.6665039063,,,
404.3671875000,1617,4096.6665039063,,,
404.3750000000,1617,4095.3845214844,,,
404.3828125000,1617,4094.3588867188,,,
404.3906250000,1617,4095.1281738281,,,
404.3984375000,1617,4097.0512695313,33024,404.3994140625,0.0000000000
404.4062500000,1617,4098.0771484375,,,
404.4140625000,1617,4097.0512695313,,,
404.4218750000,1617,4095.2563476563,,,
404.4296875000,1617,4095.0000000000,,,
404.4375000000,1617,4096.6665039063,,,
404.4453125000,1617,4098.0771484375,,,
404.4531250000,1617,4097.4360351563,,,
404.4609375000,1617,4095.5129394531,,,
404.4687500000,1617,4094.7436523438,,,
404.4765625000,1617,4096.2822265625,,,
404.4843750000,1617,4098.3334960938,,,
404.4921875000,1617,4098.9741210938,,,
404.5000000000,1618,4098.2050781250,,,
404.5078125000,1618,4097.5639648438,,,
404.5156250000,1618,4097.6923828125,,,
404.5234375000,1618,4097.6923828125,,,
404.5312500000,1618,4096.7949218750,,,
404.5390625000,1618,4096.7949218750,,,
404.5468750000,1618,4099.1025390625,,,
404.5546875000,1618,4102.9487304688,,,
404.5625000000,1618,4104.8715820313,,,
404.5703125000,1618,4102.8203125000,,,
404.5781250000,1618,4098.7177734375,,,
404.5859375000,1618,4096.2822265625,,,
404.5937500000,1618,4097.6923828125,,,
404.6015625000,1618,4100.6411132813,,,
404.6093750000,1618,4101.2822265625,,,
404.6171875000,1618,4098.8461914063,,,
404.6250000000,1618,4096.2822265625,,,
404.6328125000,1618,4096.5385742188,,,
404.6406250000,1618,4098.3334960938,,,
404.6484375000,1618,4098.8461914063,,,
404.6562500000,1618,4097.0512695313,,,
404.6640625000,1618,4095.0000000000,,,
404.6718750000,1618,4095.5129394531,,,
404.6796875000,1618,4097.8203125000,,,
404.6875000000,1618,4099.6152343750,,,
404.6953125000,1618,4098.8461914063,33024,404.6992187500,0.0000000000
404.7031250000,1618,4096.2822265625,,,
404.7109375000,1618,4093.9743652344,,,
404.7187500000,1618,4092.9487304688,,,
404.7265625000,1618,4093.4614257813,,,
404.7343750000,1618,4095.3845214844,,,
404.7421875000,1618,4098.5898437500,,,
404.7500000000,1619,4101.9228515625,,,
404.7578125000,1619,4103.2050781250,,,
404.7656250000,1619,4100.7690429688,,,
404.7734375000,1619,4096.5385742188,,,
404.7812500000,1619,4094.4870605469,,,
404.7890625000,1619,4096.7949218750,,,
404.7968750000,1619,4100.8974609375,,,
404.8046875000,1619,4102.8203125000,,,
404.8125000000,1619,4100.7690429688,,,
404.8203125000,1619,4097.3076171875,,,
404.8281250000,1619,4095.8974609375,,,
404.8359375000,1619,4096.9228515625,,,
404.8437500000,1619,4098.4614257813,,,
404.8515625000,1619,4098.3334960938,,,
404.8593750000,1619,4097.3076171875,,,
404.8671875000,1619,4097.1796875000,,,
404.8750000000,1619,4097.9487304688,,,
404.8828125000,1619,4098.3334960938,,,
404.8906250000,1619,4097.6923828125,,,
404.8984375000,1619,4097.5639648438,,,
404.9062500000,1619,4098.7177734375,,,
404.9140625000,1619,4099.6152343750,,,
404.9218750000,1619,4098.4614257813,,,
404.9296875000,1619,4096.7949218750,,,
404.9375000000,1619,4098.7177734375,,,
404.9453125000,1619,4104.4873046875,,,
404.9531250000,1619,4108.3334960938,,,
404.9609375000,1619,4105.0000000000,,,
404.9687500000,1619,4096.7949218750,,,
404.9765625000,1619,4092.8205566406,,,
404.9843750000,1619,4098.0771484375,,,
404.9921875000,1619,4107.3076171875,33024,404.9990234375,0.0000000000
405.0000000000,1620,4110.6411132813,,,
405.0078125000,1620,4105.2563476563,,,
405.0156250000,1620,4097.8203125000,,,
405.0234375000,1620,4096.7949218750,,,
405.0312500000,1620,4101.7949218750,,,
405.0390625000,1620,4106.0258789063,,,
405.0468750000,1620,4104.6152343750,,,
405.0546875000,1620,4100.7690429688,,,
405.0625000000,1620,4099.8715820313,,,
