Time:128Hz,Epoch,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
6.3437500000,25,3661.4101562500,3659.3588867188,3654.4870605469,3661.2819824219,3654.4870605469,3655.5129394531,3651.0256347656,3654.4870605469,3663.7180175781,3663.3332519531,3721.9230957031,4528.9741210938,3665.3845214844,3679.7436523438,,,
6.3515625000,25,3658.3332519531,3657.0512695313,3664.1025390625,3665.3845214844,3656.6667480469,3657.6923828125,3651.2819824219,3655.0000000000,3662.4357910156,3663.0769042969,3720.1281738281,4528.7177734375,3661.7949218750,3666.9230957031,,,
6.3593750000,25,3659.4870605469,3661.5385742188,3662.8205566406,3668.0769042969,3659.2307128906,3660.8974609375,3652.5642089844,3657.8205566406,3662.6923828125,3661.5385742188,3717.9487304688,4528.8461914063,3654.2307128906,3658.4614257813,,,
6.3671875000,25,3661.2819824219,3661.7949218750,3651.0256347656,3660.1281738281,3655.3845214844,3658.0769042969,3652.3076171875,3658.5898437500,3663.0769042969,3663.0769042969,3723.7180175781,4532.4360351563,3671.6667480469,3676.7949218750,,,
6.3750000000,25,3656.6667480469,3656.9230957031,3669.6154785156,3667.4357910156,3660.6411132813,3657.9487304688,3657.1794433594,3656.1538085938,3660.8974609375,3662.0512695313,3722.4357910156,4532.0512695313,3649.8718261719,3658.4614257813,,,
6.3828125000,25,3666.9230957031,3662.5642089844,3657.6923828125,3665.7692871094,3659.8718261719,3657.1794433594,3652.1794433594,3661.1538085938,3664.4870605469,3663.8461914063,3722.6923828125,4529.4873046875,3666.1538085938,3677.0512695313,,,
6.3906250000,25,3665.2563476563,3658.7180175781,3661.1538085938,3667.5642089844,3658.5898437500,3658.0769042969,3653.8461914063,3660.6411132813,3665.0000000000,3666.9230957031,3721.4101562500,4527.9487304688,3664.7436523438,3672.3076171875,,,
6.3984375000,25,3664.1025390625,3658.5898437500,3667.1794433594,3669.1025390625,3659.2307128906,3662.0512695313,3657.1794433594,3656.0256347656,3665.6411132813,3666.0256347656,3724.1025390625,4529.1025390625,3655.3845214844,3662.4357910156,33031:32779:33286,6.3984375000:6.3984375000:6.3984375000,0.0000000000:0.0000000000:0.0000000000
6.4062500000,25,3666.0256347656,3664.4870605469,3656.6667480469,3663.8461914063,3657.6923828125,3658.0769042969,3652.1794433594,3657.6923828125,3665.3845214844,3664.7436523438,3726.2819824219,4530.8974609375,3675.2563476563,3678.0769042969,,,
6.4140625000,25,3658.0769042969,3661.7949218750,3671.2819824219,3669.2307128906,3660.8974609375,3658.4614257813,3657.9487304688,3662.0512695313,3663.8461914063,3664.4870605469,3720.5129394531,4528.9741210938,3655.7692871094,3658.8461914063,,,
6.4218750000,25,3667.3076171875,3664.3588867188,3659.8718261719,3665.0000000000,3657.5642089844,3661.9230957031,3657.4357910156,3662.9487304688,3667.3076171875,3666.4101562500,3726.5385742188,4530.2563476563,3669.8718261719,3674.8718261719,,,
6.4296875000,25,3668.2050781250,3662.6923828125,3663.9743652344,3667.8205566406,3660.0000000000,3662.0512695313,3657.5642089844,3659.2307128906,3665.1281738281,3666.9230957031,3726.6667480469,4531.6665039063,3667.5642089844,3673.7180175781,,,
6.4375000000,25,3663.8461914063,3662.5642089844,3670.1281738281,3671.6667480469,3666.1538085938,3662.0512695313,3659.1025390625,3663.3332519531,3664.2307128906,3665.8974609375,3722.5642089844,4531.0258789063,3652.8205566406,3664.8718261719,,,
6.4453125000,25,3667.9487304688,3666.7949218750,3654.6154785156,3664.4870605469,3661.9230957031,3660.8974609375,3653.4614257813,3665.8974609375,3668.8461914063,3666.0256347656,3727.4357910156,4532.8203125000,3676.0256347656,3685.2563476563,,,
6.4531250000,25,3663.5898437500,3664.3588867188,3673.3332519531,3670.0000000000,3663.2050781250,3663.2050781250,3659.3588867188,3662.1794433594,3669.6154785156,3668.0769042969,3722.8205566406,4531.0258789063,3657.8205566406,3663.8461914063,,,
6.4609375000,25,3667.6923828125,3666.6667480469,3666.0256347656,3667.1794433594,3662.3076171875,3661.4101562500,3658.9743652344,3663.9743652344,3670.2563476563,3670.8974609375,3724.6154785156,4531.0258789063,3667.1794433594,3676.5385742188,,,
6.4687500000,25,3668.5898437500,3666.0256347656,3663.5898437500,3668.2050781250,3663.9743652344,3662.8205566406,3657.5642089844,3662.9487304688,3666.9230957031,3669.1025390625,3728.8461914063,4535.2563476563,3670.2563476563,3679.1025390625,,,
6.4765625000,25,3669.3588867188,3668.0769042969,3674.7436523438,3673.8461914063,3667.8205566406,3667.3076171875,3663.7180175781,3662.3076171875,3666.2819824219,3667.8205566406,3725.3845214844,4536.7949218750,3655.8974609375,3664.1025390625,,,
6.4843750000,25,3671.2819824219,3671.2819824219,3659.8718261719,3666.6667480469,3662.3076171875,3664.1025390625,3660.3845214844,3663.3332519531,3671.4101562500,3670.6411132813,3726.6667480469,4535.7690429688,3677.3076171875,3684.8718261719,,,
6.4921875000,25,3663.9743652344,3665.2563476563,3670.5129394531,3671.2819824219,3665.2563476563,3665.8974609375,3661.6667480469,3661.0256347656,3668.8461914063,3672.6923828125,3726.6667480469,4533.2050781250,3656.7949218750,3666.0256347656,,,
6.5000000000,26,3671.7949218750,3668.0769042969,3663.8461914063,3670.1281738281,3664.4870605469,3665.6411132813,3661.9230957031,3664.2307128906,3668.5898437500,3674.4870605469,3730.3845214844,4533.4614257813,3667.4357910156,3676.7949218750,32780,6.5000000000,0.0000000000
6.5078125000,26,3671.0256347656,3669.3588867188,3664.6154785156,3669.2307128906,3661.1538085938,3664.2307128906,3659.7436523438,3667.0512695313,3669.6154785156,3672.9487304688,3729.1025390625,4532.8203125000,3678.5898437500,3683.0769042969,,,
6.5156250000,26,3666.0256347656,3668.9743652344,3678.5898437500,3674.2307128906,3667.0512695313,3669.7436523438,3663.0769042969,3665.8974609375,3668.9743652344,3670.7692871094,3725.2563476563,4533.0771484375,3656.2819824219,3665.2563476563,,,
6.5234375000,26,3671.7949218750,3671.0256347656,3663.4614257813,3666.2819824219,3665.7692871094,3667.4357910156,3660.8974609375,3666.2819824219,3673.5898437500,3673.2050781250,3731.2819824219,4536.1538085938,3678.4614257813,3687.9487304688,,,
6.5312500000,26,3666.6667480469,3666.9230957031,3675.5129394531,3668.5898437500,3669.2307128906,3666.9230957031,3663.3332519531,3664.8718261719,3674.4870605469,3673.4614257813,3727.5642089844,4536.2822265625,3667.5642089844,3672.6923828125,,,
6.5390625000,26,3671.4101562500,3671.2819824219,3670.6411132813,3669.8718261719,3669.7436523438,3669.8718261719,3663.5898437500,3666.4101562500,3673.3332519531,3673.0769042969,3726.0256347656,4541.0258789063,3670.8974609375,3678.7180175781,,,
6.5468750000,26,3675.0000000000,3671.1538085938,3666.6667480469,3671.0256347656,3664.3588867188,3668.0769042969,3661.9230957031,3666.2819824219,3671.2819824219,3674.1025390625,3729.2307128906,4542.6923828125,3681.1538085938,3688.0769042969,,,
6.5546875000,26,3670.8974609375,3668.2050781250,3681.1538085938,3676.2819824219,3669.7436523438,3668.4614257813,3666.0256347656,3663.8461914063,3671.1538085938,3673.2050781250,3727.1794433594,4536.5385742188,3660.6411132813,3667.4357910156,,,
6.5625000000,26,3672.9487304688,3673.5898437500,3663.9743652344,3669.8718261719,3671.7949218750,3668.5898437500,3662.0512695313,3667.3076171875,3675.7692871094,3675.6411132813,3731.6667480469,4536.0258789063,3679.3588867188,3684.6154785156,,,
6.5703125000,26,3668.7180175781,3668.3332519531,3673.5898437500,3676.1538085938,3672.1794433594,3670.7692871094,3663.7180175781,3668.5898437500,3672.9487304688,3676.0256347656,3731.0256347656,4537.0512695313,3665.3845214844,3672.1794433594,,,
6.5781250000,26,3675.0000000000,3668.5898437500,3673.4614257813,3676.1538085938,3669.8718261719,3672.3076171875,3664.4870605469,3668.8461914063,3672.3076171875,3674.8718261719,3729.4870605469,4537.1796875000,3667.8205566406,3676.5385742188,,,
6.5859375000,26,3675.7692871094,3672.4357910156,3666.0256347656,3671.4101562500,3669.1025390625,3670.1281738281,3662.8205566406,3667.9487304688,3673.4614257813,3676.9230957031,3731.0256347656,4538.7177734375,3685.1281738281,3689.4870605469,,,
6.5937500000,26,3669.6154785156,3670.3845214844,3680.5129394531,3679.2307128906,3674.2307128906,3670.6411132813,3667.5642089844,3667.5642089844,3673.0769042969,3677.4357910156,3729.8718261719,4542.1796875000,3661.5385742188,3668.5898437500,,,
6.6015625000,26,3676.4101562500,3671.4101562500,3668.0769042969,3674.7436523438,3668.9743652344,3667.9487304688,3663.7180175781,3671.7949218750,3679.1025390625,3675.6411132813,3733.3332519531,4543.3334960938,3679.6154785156,3687.8205566406,33026:32779:33285,6.6015625000:6.6015625000:6.6015625000,0.0000000000:0.0000000000:0.0000000000
6.6093750000,26,3670.7692871094,3669.6154785156,3677.3076171875,3677.3076171875,3672.0512695313,3668.8461914063,3667.5642089844,3669.3588867188,3678.0769042969,3674.1025390625,3728.8461914063,4539.7436523438,3671.2819824219,3676.7949218750,,,
6.6171875000,26,3671.2819824219,3673.7180175781,3676.5385742188,3676.9230957031,3675.3845214844,3673.3332519531,3667.8205566406,3669.2307128906,3675.2563476563,3677.8205566406,3730.7692871094,4540.1284179688,3667.5642089844,3674.1025390625,,,
6.6250000000,26,3675.3845214844,3674.3588867188,3667.1794433594,3671.7949218750,3668.5898437500,3672.4357910156,3663.7180175781,3672.5642089844,3675.3845214844,3679.4870605469,3737.0512695313,4543.5898437500,3687.3076171875,3691.2819824219,,,
6.6328125000,26,3670.5129394531,3670.1281738281,3685.2563476563,3681.2819824219,3672.6923828125,3673.9743652344,3672.3076171875,3672.3076171875,3673.2050781250,3676.0256347656,3730.6411132813,4542.6923828125,3664.3588867188,3671.4101562500,,,
6.6406250000,26,3677.1794433594,3674.8718261719,3670.7692871094,3675.6411132813,3672.3076171875,3673.9743652344,3668.5898437500,3672.8205566406,3676.7949218750,3678.0769042969,3734.8718261719,4541.6665039063,3681.4101562500,3689.2307128906,,,
6.6484375000,26,3675.5129394531,3671.1538085938,3677.1794433594,3676.4101562500,3671.7949218750,3673.5898437500,3667.6923828125,3670.1281738281,3678.4614257813,3678.7180175781,3736.6667480469,4542.3076171875,3679.2307128906,3682.4357910156,,,
6.6562500000,26,3675.0000000000,3672.5642089844,3683.3332519531,3681.7949218750,3673.0769042969,3673.9743652344,3672.0512695313,3672.5642089844,3679.2307128906,3676.9230957031,3732.8205566406,4542.9487304688,3668.9743652344,3675.0000000000,,,
6.6640625000,26,3676.2819824219,3677.6923828125,3671.1538085938,3676.9230957031,3671.9230957031,3669.3588867188,3667.0512695313,3675.7692871094,3679.1025390625,3678.9743652344,3736.0256347656,4543.8461914063,3687.3076171875,3693.2050781250,,,
6.6718750000,26,3672.6923828125,3673.4614257813,3686.4101562500,3681.2819824219,3677.4357910156,3672.3076171875,3669.2307128906,3671.7949218750,3678.0769042969,3679.1025390625,3735.1281738281,4544.1025390625,3666.1538085938,3673.7180175781,,,
6.6796875000,26,3680.2563476563,3677.3076171875,3674.8718261719,3677.4357910156,3674.3588867188,3675.5129394531,3669.6154785156,3670.8974609375,3683.9743652344,3678.9743652344,3737.3076171875,4543.5898437500,3680.1281738281,3688.9743652344,,,
6.6875000000,26,3676.0256347656,3675.3845214844,3678.5898437500,3680.7692871094,3674.1025390625,3674.2307128906,3671.6667480469,3670.5129394531,3681.5385742188,3678.7180175781,3734.6154785156,4542.6923828125,3680.8974609375,3685.7692871094,,,
6.6953125000,26,3676.6667480469,3674.4870605469,3685.3845214844,3682.9487304688,3678.0769042969,3676.6667480469,3672.8205566406,3671.7949218750,3678.0769042969,3680.0000000000,3734.2307128906,4543.3334960938,3667.9487304688,3677.0512695313,,,
6.7031250000,26,3682.5642089844,3677.8205566406,3672.1794433594,3674.1025390625,3673.3332519531,3675.1281738281,3668.7180175781,3673.4614257813,3681.9230957031,3682.5642089844,3740.5129394531,4545.8974609375,3684.8718261719,3697.8205566406,32780,6.7031250000,0.0000000000
6.7109375000,26,3674.7436523438,3675.6411132813,3687.0512695313,3681.0256347656,3676.7949218750,3677.3076171875,3673.9743652344,3672.1794433594,3681.4101562500,3681.4101562500,3736.9230957031,4543.5898437500,3665.8974609375,3676.9230957031,,,
6.7187500000,26,3678.7180175781,3679.6154785156,3677.0512695313,3681.1538085938,3677.4357910156,3678.0769042969,3672.6923828125,3674.6154785156,3681.6667480469,3680.1281738281,3739.8718261719,4543.4614257813,3683.9743652344,3691.0256347656,,,
6.7265625000,26,3677.4357910156,3677.1794433594,3678.2050781250,3683.0769042969,3675.0000000000,3674.6154785156,3672.0512695313,3676.5385742188,3682.1794433594,3680.1281738281,3740.8974609375,4545.1284179688,3686.0256347656,3691.9230957031,,,
6.7343750000,26,3677.0512695313,3678.7180175781,3686.4101562500,3686.4101562500,3676.9230957031,3676.1538085938,3673.2050781250,3677.5642089844,3683.7180175781,3684.4870605469,3736.7949218750,4543.8461914063,3666.7949218750,3675.6411132813,,,
6.7421875000,26,3685.0000000000,3682.8205566406,3670.7692871094,3679.8718261719,3677.8205566406,3677.3076171875,3667.5642089844,3676.5385742188,3682.5642089844,3688.0769042969,3740.3845214844,4544.4873046875,3691.2819824219,3695.8974609375,,,
6.7500000000,27,3679.7436523438,3677.1794433594,3686.7949218750,3687.9487304688,3681.2819824219,3679.8718261719,3673.0769042969,3677.8205566406,3677.9487304688,3683.2050781250,3738.4614257813,4543.9741210938,3673.4614257813,3678.4614257813,,,
6.7578125000,27,3685.0000000000,3681.2819824219,3679.4870605469,3684.6154785156,3674.8718261719,3677.8205566406,3675.3845214844,3683.3332519531,3681.6667480469,3681.1538085938,3740.7692871094,4544.6152343750,3678.7180175781,3688.3332519531,,,
6.7656250000,27,3685.1281738281,3681.5385742188,3675.6411132813,3678.8461914063,3675.8974609375,3676.2819824219,3673.4614257813,3679.1025390625,3683.8461914063,3682.6923828125,3741.4101562500,4545.7690429688,3687.6923828125,3694.1025390625,,,
6.7734375000,27,3681.0256347656,3678.3332519531,3688.3332519531,3683.8461914063,3684.7436523438,3678.9743652344,3675.0000000000,3676.2819824219,3683.2050781250,3682.8205566406,3737.9487304688,4545.1284179688,3671.9230957031,3680.5129394531,,,
6.7812500000,27,3686.7949218750,3683.8461914063,3674.8718261719,3681.7949218750,3679.4870605469,3678.3332519531,3672.6923828125,3679.7436523438,3684.8718261719,3685.7692871094,3741.5385742188,4546.2822265625,3691.9230957031,3704.6154785156,,,
6.7890625000,27,3680.6411132813,3680.8974609375,3688.8461914063,3688.4614257813,3680.2563476563,3683.9743652344,3678.9743652344,3679.2307128906,3685.1281738281,3687.8205566406,3739.6154785156,4545.6411132813,3676.1538085938,3686.1538085938,,,
6.7968750000,27,3683.4614257813,3680.2563476563,3684.1025390625,3685.0000000000,3679.4870605469,3684.4870605469,3676.5385742188,3681.4101562500,3686.9230957031,3688.4614257813,3739.7436523438,4547.0512695313,3683.4614257813,3688.3332519531,33033:32779:33286,6.7968750000:6.7968750000:6.7968750000,0.0000000000:0.0000000000:0.0000000000
6.8046875000,27,3686.4101562500,3682.3076171875,3678.0769042969,3681.4101562500,3678.0769042969,3679.6154785156,3670.7692871094,3681.0256347656,3684.1025390625,3687.5642089844,3739.2307128906,4546.6665039063,3693.5898437500,3694.6154785156,,,
6.8125000000,27,3682.9487304688,3683.8461914063,3690.2563476563,3686.2819824219,3685.2563476563,3682.5642089844,3677.0512695313,3677.4357910156,3681.2819824219,3686.9230957031,3737.5642089844,4543.0771484375,3671.7949218750,3679.1025390625,,,
6.8203125000,27,3684.8718261719,3686.9230957031,3674.3588867188,3680.7692871094,3682.3076171875,3683.5898437500,3675.3845214844,3679.8718261719,3685.6411132813,3688.9743652344,3746.4101562500,4546.0258789063,3694.3588867188,3705.1281738281,,,
6.8281250000,27,3679.2307128906,3683.5898437500,3686.4101562500,3690.6411132813,3682.1794433594,3685.7692871094,3680.0000000000,3681.6667480469,3685.5129394531,3689.1025390625,3745.1281738281,4547.6923828125,3682.0512695313,3690.1281738281,,,
6.8359375000,27,3686.5385742188,3687.3076171875,3685.5129394531,3692.8205566406,3685.1281738281,3685.2563476563,3682.6923828125,3682.5642089844,3685.0000000000,3689.6154785156,3743.0769042969,4546.5385742188,3680.3845214844,3687.8205566406,,,
6.8437500000,27,3690.2563476563,3686.7949218750,3679.6154785156,3684.8718261719,3683.7180175781,3680.0000000000,3677.3076171875,3682.6923828125,3686.5385742188,3689.2307128906,3747.1794433594,4549.6152343750,3693.7180175781,3701.1538085938,,,
6.8515625000,27,3684.8718261719,3683.2050781250,3695.8974609375,3686.6667480469,3686.0256347656,3682.1794433594,3681.7949218750,3680.6411132813,3687.8205566406,3688.8461914063,3745.3845214844,4549.6152343750,3673.4614257813,3682.9487304688,,,
6.8593750000,27,3688.7180175781,3689.2307128906,3681.2819824219,3680.5129394531,3683.3332519531,3682.5642089844,3678.9743652344,3681.2819824219,3688.9743652344,3690.7692871094,3747.3076171875,4546.6665039063,3695.2563476563,3701.2819824219,,,
6.8671875000,27,3683.3332519531,3686.6667480469,3688.3332519531,3687.8205566406,3684.3588867188,3682.0512695313,3677.4357910156,3682.0512695313,3682.5642089844,3690.1281738281,3743.5898437500,4548.3334960938,3688.4614257813,3692.6923828125,,,
6.8750000000,27,3686.1538085938,3687.9487304688,3687.3076171875,3691.5385742188,3685.1281738281,3684.3588867188,3680.2563476563,3683.7180175781,3683.3332519531,3687.6923828125,3744.2307128906,4553.2050781250,3682.4357910156,3693.0769042969,,,
6.8828125000,27,3689.3588867188,3687.8205566406,3678.0769042969,3685.1281738281,3683.4614257813,3683.9743652344,3680.1281738281,3683.0769042969,3690.6411132813,3687.5642089844,3749.4870605469,4552.9487304688,3695.5129394531,3701.1538085938,,,
6.8906250000,27,3686.0256347656,3684.2307128906,3695.1281738281,3690.1281738281,3688.9743652344,3685.3845214844,3682.3076171875,3681.7949218750,3690.5129394531,3690.0000000000,3744.8718261719,4549.1025390625,3674.4870605469,3680.0000000000,,,
6.8984375000,27,3691.4101562500,3690.3845214844,3681.7949218750,3688.0769042969,3684.3588867188,3684.4870605469,3678.4614257813,3687.0512695313,3690.0000000000,3692.0512695313,3747.3076171875,4551.1538085938,3693.8461914063,3704.6154785156,32780,6.8984375000,0.0000000000
6.9062500000,27,3685.0000000000,3686.7949218750,3687.0512695313,3689.6154785156,3684.1025390625,3685.8974609375,3680.1281738281,3686.1538085938,3686.9230957031,3690.7692871094,3747.9487304688,4551.4101562500,3687.1794433594,3695.3845214844,,,
6.9140625000,27,3686.9230957031,3687.0512695313,3692.3076171875,3689.1025390625,3689.2307128906,3687.3076171875,3680.8974609375,3685.6411132813,3688.4614257813,3690.3845214844,3746.1538085938,4550.1284179688,3677.9487304688,3686.7949218750,,,
6.9218750000,27,3692.4357910156,3690.0000000000,3684.4870605469,3685.7692871094,3686.9230957031,3682.9487304688,3678.8461914063,3687.9487304688,3692.0512695313,3690.6411132813,3747.9487304688,4552.8203125000,3696.5385742188,3707.3076171875,,,
6.9296875000,27,3686.4101562500,3685.3845214844,3698.2050781250,3696.7949218750,3688.4614257813,3684.6154785156,3685.3845214844,3686.0256347656,3689.3588867188,3689.8718261719,3745.8974609375,4553.5898437500,3676.2819824219,3687.4357910156,,,
6.9375000000,27,3691.4101562500,3689.3588867188,3682.8205566406,3693.7180175781,3685.0000000000,3686.4101562500,3681.4101562500,3687.1794433594,3690.8974609375,3693.2050781250,3750.1281738281,4551.9228515625,3694.7436523438,3701.2819824219,,,
6.9453125000,27,3689.2307128906,3687.9487304688,3688.8461914063,3691.9230957031,3687.6923828125,3686.6667480469,3682.0512695313,3686.9230957031,3688.8461914063,3695.1281738281,3747.9487304688,4551.1538085938,3692.1794433594,3697.8205566406,,,
6.9531250000,27,3690.0000000000,3688.0769042969,3697.6923828125,3694.4870605469,3692.1794433594,3686.7949218750,3686.5385742188,3687.5642089844,3688.9743652344,3692.0512695313,3746.2819824219,4556.5385742188,3677.5642089844,3691.0256347656,,,
6.9609375000,27,3694.6154785156,3690.5129394531,3684.3588867188,3690.7692871094,3686.6667480469,3685.1281738281,3679.2307128906,3688.7180175781,3693.5898437500,3694.4870605469,3752.9487304688,4558.9741210938,3698.7180175781,3707.5642089844,,,
6.9687500000,27,3687.6923828125,3686.9230957031,3697.0512695313,3697.9487304688,3688.9743652344,3688.4614257813,3681.4101562500,3685.7692871094,3690.5129394531,3696.1538085938,3749.6154785156,4553.2050781250,3680.3845214844,3686.2819824219,,,
6.9765625000,27,3690.8974609375,3691.1538085938,3686.6667480469,3692.8205566406,3686.9230957031,3687.1794433594,3682.4357910156,3688.7180175781,3691.0256347656,3693.0769042969,3750.1281738281,4554.6152343750,3696.2819824219,3704.3588867188,,,
6.9843750000,27,3689.7436523438,3689.7436523438,3690.3845214844,3693.2050781250,3687.9487304688,3685.7692871094,3684.2307128906,3689.7436523438,3693.0769042969,3692.6923828125,3751.6667480469,4556.5385742188,3698.7180175781,3702.0512695313,,,
6.9921875000,27,3690.6411132813,3688.9743652344,3698.4614257813,3700.3845214844,3692.8205566406,3688.4614257813,3688.0769042969,3687.6923828125,3693.0769042969,3696.2819824219,3751.0256347656,4555.7690429688,3682.4357910156,3685.8974609375,,,
7.0000000000,28,3695.2563476563,3692.8205566406,3682.4357910156,3692.8205566406,3686.7949218750,3686.1538085938,3681.5385742188,3687.6923828125,3691.5385742188,3697.3076171875,3754.4870605469,4557.5639648438,3706.0256347656,3711.6667480469,33025:32779:33286,7.0000000000:7.0000000000:7.0000000000,0.0000000000:0.0000000000:0.0000000000
7.0078125000,28,3690.0000000000,3690.7692871094,3696.9230957031,3695.6411132813,3688.2050781250,3687.4357910156,3683.5898437500,3689.6154785156,3691.0256347656,3695.6411132813,3751.1538085938,4557.1796875000,3688.0769042969,3694.3588867188,,,
7.0156250000,28,3695.7692871094,3692.6923828125,3690.0000000000,3693.2050781250,3689.4870605469,3688.3332519531,3685.5129394531,3693.4614257813,3697.6923828125,3697.8205566406,3752.4357910156,4556.6665039063,3693.5898437500,3699.6154785156,,,
7.0234375000,28,3694.8718261719,3689.4870605469,3690.1281738281,3695.1281738281,3690.2563476563,3685.7692871094,3687.0512695313,3691.5385742188,3695.5129394531,3697.1794433594,3749.8718261719,4557.4360351563,3698.2050781250,3702.8205566406,,,
7.0312500000,28,3692.9487304688,3687.9487304688,3701.7949218750,3700.5129394531,3693.3332519531,3688.9743652344,3689.4870605469,3690.8974609375,3692.4357910156,3697.0512695313,3748.0769042969,4557.4360351563,3682.0512695313,3691.9230957031,,,
7.0390625000,28,3698.7180175781,3692.3076171875,3687.6923828125,3693.0769042969,3689.2307128906,3690.3845214844,3684.8718261719,3690.7692871094,3698.8461914063,3700.6411132813,3758.4614257813,4557.0512695313,3706.2819824219,3715.2563476563,,,
7.0468750000,28,3693.0769042969,3691.4101562500,3701.4101562500,3700.7692871094,3693.7180175781,3692.1794433594,3689.8718261719,3689.6154785156,3695.6411132813,3698.4614257813,3754.1025390625,4556.7949218750,3688.9743652344,3697.4357910156,,,
7.0546875000,28,3697.9487304688,3693.4614257813,3691.9230957031,3700.8974609375,3696.0256347656,3693.2050781250,3688.5898437500,3694.8718261719,3692.4357910156,3698.0769042969,3752.3076171875,4557.6923828125,3693.4614257813,3702.3076171875,,,
7.0625000000,28,3697.4357910156,3691.1538085938,3685.5129394531,3696.4101562500,3692.9487304688,3691.1538085938,3686.0256347656,3694.4870605469,3696.2819824219,3698.8461914063,3757.8205566406,4555.6411132813,3706.6667480469,3709.1025390625,,,
7.0703125000,28,3692.0512695313,3693.5898437500,3702.6923828125,3700.0000000000,3693.9743652344,3694.8718261719,3691.2819824219,3693.4614257813,3698.3332519531,3698.2050781250,3755.0000000000,4554.8715820313,3686.5385742188,3692.0512695313,,,
7.0781250000,28,3697.1794433594,3700.2563476563,3689.8718261719,3695.5129394531,3690.6411132813,3694.7436523438,3686.7949218750,3694.7436523438,3696.2819824219,3701.7949218750,3756.5385742188,4559.7436523438,3704.1025390625,3714.2307128906,,,
7.0859375000,28,3691.4101562500,3693.8461914063,3700.6411132813,3700.8974609375,3692.9487304688,3693.5898437500,3689.3588867188,3690.7692871094,3694.7436523438,3701.6667480469,3755.0000000000,4559.7436523438,3690.8974609375,3699.1025390625,,,
7.0937500000,28,3696.1538085938,3697.5642089844,3696.5385742188,3699.4870605469,3694.8718261719,3693.3332519531,3690.0000000000,3693.3332519531,3700.5129394531,3699.6154785156,3757.4357910156,4558.0771484375,3693.5898437500,3700.0000000000,,,
7.1015625000,28,3699.7436523438,3700.8974609375,3690.0000000000,3697.8205566406,3696.2819824219,3693.3332519531,3686.9230957031,3696.0256347656,3701.1538085938,3702.4357910156,3759.2307128906,4557.8203125000,3704.7436523438,3708.9743652344,32780,7.1015625000,0.0000000000
7.1093750000,28,3695.5129394531,3696.6667480469,3705.2563476563,3705.8974609375,3700.0000000000,3698.7180175781,3691.7949218750,3692.6923828125,3699.1025390625,3702.8205566406,3753.7180175781,4556.2822265625,3683.0769042969,3691.0256347656,,,
7.1171875000,28,3703.5898437500,3700.6411132813,3691.0256347656,3697.8205566406,3693.2050781250,3696.0256347656,3689.1025390625,3695.0000000000,3701.7949218750,3700.6411132813,3756.7949218750,4559.8715820313,3705.7692871094,3714.3588867188,,,
7.1250000000,28,3698.8461914063,3696.7949218750,3702.0512695313,3698.7180175781,3695.6411132813,3694.4870605469,3691.5385742188,3698.7180175781,3698.4614257813,3701.2819824219,3758.9743652344,4561.1538085938,3696.6667480469,3703.3332519531,,,
7.1328125000,28,3697.8205566406,3695.3845214844,3702.0512695313,3701.5385742188,3698.7180175781,3697.4357910156,3691.5385742188,3698.8461914063,3698.4614257813,3706.6667480469,3760.3845214844,4558.3334960938,3694.2307128906,3701.7949218750,,,
7.1406250000,28,3701.4101562500,3700.1281738281,3692.6923828125,3699.3588867188,3695.1281738281,3698.2050781250,3686.6667480469,3695.3845214844,3700.2563476563,3706.1538085938,3758.4614257813,4559.4873046875,3707.8205566406,3714.2307128906,,,
7.1484375000,28,3699.4870605469,3699.4870605469,3709.4870605469,3705.0000000000,3699.1025390625,3700.3845214844,3692.1794433594,3694.4870605469,3698.3332519531,3701.2819824219,3754.4870605469,4560.2563476563,3685.3845214844,3693.7180175781,,,
7.1562500000,28,3703.4614257813,3698.8461914063,3695.8974609375,3701.0256347656,3697.1794433594,3694.8718261719,3690.5129394531,3698.3332519531,3699.4870605469,3704.3588867188,3762.9487304688,4559.1025390625,3708.7180175781,3712.3076171875,,,
7.1640625000,28,3696.7949218750,3695.3845214844,3700.7692871094,3704.8718261719,3696.5385742188,3694.1025390625,3693.3332519531,3697.6923828125,3698.8461914063,3706.5385742188,3762.3076171875,4559.4873046875,3700.3845214844,3702.8205566406,,,
7.1718750000,28,3699.8718261719,3700.7692871094,3703.2050781250,3705.2563476563,3697.9487304688,3701.1538085938,3697.9487304688,3697.6923828125,3700.8974609375,3705.6411132813,3758.9743652344,4561.2822265625,3686.6667480469,3700.3845214844,,,
7.1796875000,28,3704.8718261719,3700.8974609375,3693.5898437500,3699.1025390625,3696.6667480469,3702.5642089844,3692.6923828125,3698.0769042969,3702.6923828125,3706.2819824219,3762.6923828125,4561.0258789063,3706.0256347656,3718.9743652344,,,
7.1875000000,28,3699.4870605469,3694.8718261719,3708.3332519531,3706.6667480469,3699.4870605469,3702.0512695313,3695.5129394531,3697.4357910156,3700.7692871094,3707.9487304688,3759.6154785156,4559.4873046875,3689.7436523438,3698.7180175781,,,
7.1953125000,28,3705.5129394531,3702.5642089844,3696.9230957031,3701.4101562500,3696.6667480469,3698.7180175781,3693.8461914063,3700.3845214844,3704.6154785156,3708.4614257813,3763.2050781250,4561.6665039063,3710.1281738281,3715.2563476563,32772,7.1953125000,0.0000000000
